Sample Time,Cpu Load,
10:35:46:311,0.4259188361408882,
10:35:46:315,0.6501528273051452,
10:35:46:318,0.8823529411764706,
10:35:46:322,0.6874336518046709,
10:35:46:326,0.6678304239401496,
10:35:46:330,1.028344671201814,
10:35:46:338,0.6077987584066218,
10:35:46:342,1.6909926001531004,
10:35:46:346,0.36663502610346466,
10:35:46:351,0.6458791208791209,
10:35:46:354,0.8480875108664155,
10:35:46:360,0.7383214920071048,
10:35:46:364,0.6486331265793706,
10:35:46:367,0.8497781065088758,
10:35:46:371,0.45381721928113683,
10:35:46:375,0.6226869455006337,
10:35:46:380,0.7549651383900274,
10:35:46:384,1.361755743084857,
10:35:46:388,0.3685669041963579,
10:35:46:392,0.899890590809628,
10:35:46:396,1.1121098626716603,
10:35:46:400,0.6810215322984476,
